10090.ENSMUSP00000092375	Q8K337	I5P2_MOUSE	Inpp5b
10090.ENSMUSP00000058882	Q4VAH7	HECA2_MOUSE	Hepacam2 Miki
10090.ENSMUSP00000091455	P35347	CRFR1_MOUSE	Crhr1 Crhr
10090.ENSMUSP00000044400	Q4FZD7	PLK5_MOUSE	Plk5
10090.ENSMUSP00000119041	Q921Z5	TFIP8_MOUSE	Tnfaip8
10090.ENSMUSP00000099928	P15307	REL_MOUSE	Rel
10090.ENSMUSP00000054536	Q9EQB7	Q9EQB7_MOUSE	Olfr957
10090.ENSMUSP00000023040	O70579	PM34_MOUSE	Slc25a17 Pmp34 Pmp35
10090.ENSMUSP00000041597	Q80ZT2	Q80ZT2_MOUSE	Gm9758
10090.ENSMUSP00000034534	P27577	ETS1_MOUSE	Ets1 Ets-1
10090.ENSMUSP00000069849	D3Z0R2	PPR36_MOUSE	Ppp1r36 Gm70
10090.ENSMUSP00000088982	Q80YR3	SKDA1_MOUSE	Skida1
10090.ENSMUSP00000042785	Q920P5	KAD5_MOUSE	Ak5
10090.ENSMUSP00000048357	Q8R121	ZPI_MOUSE	Serpina10 Zpi
10090.ENSMUSP00000028583	O88952	LIN7C_MOUSE	Lin7c Mals3 Veli3
10090.ENSMUSP00000053940	A2A591	KRA31_MOUSE	Krtap3-1
10090.ENSMUSP00000074546	K7N5X7	K7N5X7_MOUSE	Olfr724
10090.ENSMUSP00000071292	P50136	ODBA_MOUSE	Bckdha
10090.ENSMUSP00000033313	Q9CYN9	RENR_MOUSE	Atp6ap2 Atp6ip2
10090.ENSMUSP00000030675	Q9DC71	RT15_MOUSE	Mrps15 Rpms15
10090.ENSMUSP00000076569	Q8VFF2	Q8VFF2_MOUSE	Olfr850 Olfr845
10090.ENSMUSP00000083385	Q05921	RN5A_MOUSE	Rnasel Rns4
10090.ENSMUSP00000076564	Q8VCT3	AMPB_MOUSE	Rnpep
10090.ENSMUSP00000022169	P20060	HEXB_MOUSE	Hexb
10090.ENSMUSP00000096096	Q61548	AP180_MOUSE	Snap91
10090.ENSMUSP00000073805	Q148B6	SPERI_MOUSE	Spatc1 Sprn
10090.ENSMUSP00000002007	P70665	SIAE_MOUSE	Siae Ysg2
10090.ENSMUSP00000048742	Q80Y55	BSDC1_MOUSE	Bsdc1
10090.ENSMUSP00000030152	Q2MH31	SMRP1_MOUSE	Smrp1 Cbe1
10090.ENSMUSP00000079752	A2ARV4	LRP2_MOUSE	Lrp2
10090.ENSMUSP00000071989	P24860	CCNB1_MOUSE	Ccnb1 Ccn-2 Ccnb1-rs13 Cycb Cycb1
10090.ENSMUSP00000137574	J3QQ10	J3QQ10_MOUSE	Gm7102
10090.ENSMUSP00000026125	O08583	THOC4_MOUSE	Alyref Aly Ref1 Refbp1 THOC4
10090.ENSMUSP00000026144	Q91X52	DCXR_MOUSE	Dcxr
10090.ENSMUSP00000076285	E9PYP4	E9PYP4_MOUSE	Olfr196 Olfr190 Olfr191
10090.ENSMUSP00000042565	Q7TT50	MRCKB_MOUSE	Cdc42bpb Kiaa1124
10090.ENSMUSP00000015855	Q8BIW1	PRUN1_MOUSE	Prune1 Prune
10090.ENSMUSP00000005976	Q9QYH9	TNF14_MOUSE	Tnfsf14 Light
10090.ENSMUSP00000076437	Q0VBK2	K2C80_MOUSE	Krt80 Kb20
10090.ENSMUSP00000034552	P46656	ADX_MOUSE	Fdx1
10090.ENSMUSP00000029712	Q3UFB7	NTRK1_MOUSE	Ntrk1
10090.ENSMUSP00000129089	E9Q0K5	E9Q0K5_MOUSE	Vmn2r63
10090.ENSMUSP00000042327	Q8BMC0	LPAR6_MOUSE	Lpar6 P2ry5 P2y5
10090.ENSMUSP00000132696	Q5SSG5	RSLAB_MOUSE	Rasl10b
10090.ENSMUSP00000126422	P19437	CD20_MOUSE	Ms4a1 Cd20 Ly-44 Ms4a2
10090.ENSMUSP00000084319	B1AV60	B1AV60_MOUSE	Nhs
10090.ENSMUSP00000060433	Q6PD21	SHB_MOUSE	Shb
10090.ENSMUSP00000049732	Q8K0R6	GLTD2_MOUSE	Gltpd2
10090.ENSMUSP00000078372	Q8BP56	PGGHG_MOUSE	Pgghg Athl1
10090.ENSMUSP00000034521	E9Q793	JHY_MOUSE	Jhy
10090.ENSMUSP00000025862	Q6DIC0	SMCA2_MOUSE	Smarca2 Baf190b Brm Snf2a Snf2l2
10090.ENSMUSP00000070685	Q8BHM7	Q8BHM7_MOUSE	Zfp747
10090.ENSMUSP00000081225	Q8C033	ARHGA_MOUSE	Arhgef10 Kiaa0294
10090.ENSMUSP00000007757	Q64729	TGFR1_MOUSE	Tgfbr1
10090.ENSMUSP00000105622	Q8K3D6	S35E4_MOUSE	Slc35e4
10090.ENSMUSP00000022538	Q9CQF8	RT63_MOUSE	Mrpl57 Mrp63
10090.ENSMUSP00000023265	P57096	PSCA_MOUSE	Psca
10090.ENSMUSP00000101919	Q3US17	ZNF48_MOUSE	Znf48 Zfp48 Zfp553 Znf553
10090.ENSMUSP00000020949	P70236	MP2K6_MOUSE	Map2k6 Prkmk6 Sapkk3
10090.ENSMUSP00000103060	Q91W93	Q91W93_MOUSE	Krtap4-16 OTTMUSG00000002196
10090.ENSMUSP00000049206	P59111	KCNH8_MOUSE	Kcnh8
10090.ENSMUSP00000038137	Q5U4D9	THOC6_MOUSE	Thoc6 Wdr58
10090.ENSMUSP00000091405	Q8VGG4	Q8VGG4_MOUSE	Olfr870
10090.ENSMUSP00000031805	Q80U56	AVL9_MOUSE	Avl9 Kiaa0241
10090.ENSMUSP00000026972	Q5MJS3	FA20C_MOUSE	Fam20c Dmp4 Kiaa4081
10090.ENSMUSP00000053810	Q9D7P3	Q9D7P3_MOUSE	Krtap4-13
10090.ENSMUSP00000057891	Q8VEG0	CCD71_MOUSE	Ccdc71
10090.ENSMUSP00000073687	Q5UW37	CXL17_MOUSE	Cxcl17 Vcc1
10090.ENSMUSP00000075441	Q9CZ96	ZCRB1_MOUSE	Zcrb1
10090.ENSMUSP00000099349	Q8R3E3	WIPI1_MOUSE	Wipi1 D11Ertd498e
10090.ENSMUSP00000026558	Q3TIR3	RIC8A_MOUSE	Ric8a Ric8
10090.ENSMUSP00000127615	Q9R1B9	SLIT2_MOUSE	Slit2
10090.ENSMUSP00000137377	Q8BR63	F177A_MOUSE	Fam177a1
10090.ENSMUSP00000108075	Q8R550	SH3K1_MOUSE	Sh3kbp1 Ruk Seta
10090.ENSMUSP00000069816	Q5F2L2	FUT10_MOUSE	Fut10
10090.ENSMUSP00000097462	Q7TR63	Q7TR63_MOUSE	Olfr1087
10090.ENSMUSP00000020755	Q922R5	P4R3B_MOUSE	Ppp4r3b Kiaa1387 Pp4r3b Smek2
10090.ENSMUSP00000106625	Q9JLF7	TLR5_MOUSE	Tlr5
10090.ENSMUSP00000141003	Q8BX09	RBBP5_MOUSE	Rbbp5
10090.ENSMUSP00000023132	Q01065	PDE1B_MOUSE	Pde1b Pde1b1
10090.ENSMUSP00000124278	Q9DCB1	HMGN3_MOUSE	Hmgn3
10090.ENSMUSP00000126961	P97820	M4K4_MOUSE	Map4k4 Nik
10090.ENSMUSP00000029188	Q9Z0G4	CCN5_MOUSE	Ccn5 Ctgfl Wisp2
10090.ENSMUSP00000102853	Q921E6	EED_MOUSE	Eed
10090.ENSMUSP00000060147	Q9JKA5	GPA33_MOUSE	Gpa33
10090.ENSMUSP00000070280	Q8BRJ3	RELL2_MOUSE	Rell2
10090.ENSMUSP00000092502	P25444	RS2_MOUSE	Rps2 Llrep3 Rps4
10090.ENSMUSP00000132699	Q3TFK5	GPTC4_MOUSE	Gpatch4 Gpatc4
10090.ENSMUSP00000139143	Q3ULQ2	Q3ULQ2_MOUSE	Pin1rt1 OTTMUSG00000014964 Pin1-ps1 Pin1l
10090.ENSMUSP00000061529	Q8BZE1	DMBTL_MOUSE	Cdcp3
10090.ENSMUSP00000058730	Q3UK78	PCGF5_MOUSE	Pcgf5 Rnf159
10090.ENSMUSP00000136047	O35652	LHX8_MOUSE	Lhx8 Lhx7
10090.ENSMUSP00000109049	Q14B70	HDX_MOUSE	Hdx
10090.ENSMUSP00000084701	O35607	BMPR2_MOUSE	Bmpr2
10090.ENSMUSP00000102443	P97318	DAB1_MOUSE	Dab1
10090.ENSMUSP00000032264	Q8R3R8	GBRL1_MOUSE	Gabarapl1 Apg8l Atg8l Gec1 MNCb-0091
10090.ENSMUSP00000130629	E9Q5E2	E9Q5E2_MOUSE	Thoc2l BC005561
10090.ENSMUSP00000139043	P0DJF2	PT117_MOUSE	Pet117 Gm20571
10090.ENSMUSP00000075933	Q6P3Y5	Z280C_MOUSE	Znf280c Kiaa1584 Suhw3 Zfp280c
10090.ENSMUSP00000047616	P59113	FERM1_MOUSE	Fermt1 Kind1 Urp1
10090.ENSMUSP00000064706	Q80TJ1	CAPS1_MOUSE	Cadps Caps Caps1 Kiaa1121
10090.ENSMUSP00000039691	Q8BLD9	DRD5_MOUSE	Drd5
10090.ENSMUSP00000112675	Q06180	PTN2_MOUSE	Ptpn2 Ptpt
10090.ENSMUSP00000020878	Q9D581	EFC10_MOUSE	Efcab10
10090.ENSMUSP00000093430	G5E8L3	G5E8L3_MOUSE	Nat8f4 1700019G17Rik
10090.ENSMUSP00000041263	Q5DU02	UBP22_MOUSE	Usp22 Kiaa1063
10090.ENSMUSP00000024817	Q8VC56	RNF8_MOUSE	Rnf8
10090.ENSMUSP00000000058	Q9WVC3	CAV2_MOUSE	Cav2
10090.ENSMUSP00000028938	P21460	CYTC_MOUSE	Cst3
10090.ENSMUSP00000062411	F6V035	F6V035_MOUSE	Ccdc149
10090.ENSMUSP00000059947	Q3U3Q1	ULK3_MOUSE	Ulk3
10090.ENSMUSP00000019517	O88543	CSN3_MOUSE	Cops3 Csn3
10090.ENSMUSP00000081561	Q9JJG0	TACC2_MOUSE	Tacc2 MNCb-3527
10090.ENSMUSP00000092020	Q8C206	GP157_MOUSE	Gpr157
10090.ENSMUSP00000066492	Q80U93	NU214_MOUSE	Nup214 Kiaa0023
10090.ENSMUSP00000113548	Q5U4E2	REPI1_MOUSE	Repin1 Zfp464
10090.ENSMUSP00000031985	Q9QXP6	MKRN1_MOUSE	Mkrn1
10090.ENSMUSP00000031862	P23198	CBX3_MOUSE	Cbx3
10090.ENSMUSP00000090710	Q3V050	S47A2_MOUSE	Slc47a2 Mate2
10090.ENSMUSP00000120925	Q505B7	ARCH_MOUSE	Zbtb8os Arch
10090.ENSMUSP00000032701	Q9CWU0	TDR12_MOUSE	Tdrd12 Ecat8 Repro23
10090.ENSMUSP00000045282	Q8R3S2	TSN33_MOUSE	Tspan33 Pen
10090.ENSMUSP00000055327	Q2TUM3	KCNRG_MOUSE	Kcnrg Clld4
10090.ENSMUSP00000063431	Q7TRH5	Q7TRH5_MOUSE	Olfr813 Olfr808 Olfr809
10090.ENSMUSP00000117294	Q5SSN7	SFT2A_MOUSE	Sft2d1
10090.ENSMUSP00000103464	Q8R182	TMG2_MOUSE	Prrg2 N4wbp1
10090.ENSMUSP00000088214	Q7TR45	Q7TR45_MOUSE	Olfr1131
10090.ENSMUSP00000140785	Q8K2K6	AGFG1_MOUSE	Agfg1 Hrb Rip
10090.ENSMUSP00000004054	Q60960	IMA5_MOUSE	Kpna1 Rch2
10090.ENSMUSP00000130610	Q9ET39	SLAF6_MOUSE	Slamf6 Ly108
10090.ENSMUSP00000099071	D3YWQ0	DGKI_MOUSE	Dgki
10090.ENSMUSP00000057670	Q9D3L0	F174A_MOUSE	Fam174a Tmem157
10090.ENSMUSP00000076227	Q9Z0S9	PRAF1_MOUSE	Rabac1 Pra Pra1 Praf1
10090.ENSMUSP00000032288	P20937	KLRA1_MOUSE	Klra1 Ly-49 Ly-49a Ly49 Ly49A
10090.ENSMUSP00000106567	Q8R3I2	MBOA2_MOUSE	Mboat2 Lpcat4 Oact2
10090.ENSMUSP00000129254	E9PZU2	E9PZU2_MOUSE	Olfr723
10090.ENSMUSP00000036952	O70220	FOXQ1_MOUSE	Foxq1 Hfh1 Hfh1l
10090.ENSMUSP00000012314	Q4QQP3	Q4QQP3_MOUSE	Zfp729a A530054K11Rik
10090.ENSMUSP00000037654	Q7TNG5	EMAL2_MOUSE	Eml2
10090.ENSMUSP00000030905	Q9CY97	SSU72_MOUSE	Ssu72
10090.ENSMUSP00000025778	Q91W43	GCSP_MOUSE	Gldc
10090.ENSMUSP00000040222	Q9CPY7	AMPL_MOUSE	Lap3 Lapep
10090.ENSMUSP00000092487	A2A974	CP4CB_MOUSE	Cyp4a12b
10090.ENSMUSP00000022343	Q8JZU0	NUD13_MOUSE	Nudt13
10090.ENSMUSP00000130373	E9PYS0	E9PYS0_MOUSE	Vmn2r108 Vmn2r109
10090.ENSMUSP00000033160	Q6P5E6	GGA2_MOUSE	Gga2 Kiaa1080
10090.ENSMUSP00000010286	Q9ET35	TR13B_MOUSE	Tnfrsf13b Taci
10090.ENSMUSP00000057445	Q3V2C1	KRA93_MOUSE	Krtap9-3
10090.ENSMUSP00000139408	Q9R109	OAZ3_MOUSE	Oaz3
10090.ENSMUSP00000032663	Q9D871	CEA18_MOUSE	Ceacam18
10090.ENSMUSP00000095285	P35293	RAB18_MOUSE	Rab18
10090.ENSMUSP00000025358	Q2KHK3	AMPQ_MOUSE	Lvrn Aqpep
10090.ENSMUSP00000033081	Q6PB97	FXL19_MOUSE	Fbxl19
10090.ENSMUSP00000004133	Q6DFY8	BRNP2_MOUSE	Brinp2 Fam5b Kiaa1747
10090.ENSMUSP00000027494	Q3UM45	PP1R7_MOUSE	Ppp1r7 Sds22
10090.ENSMUSP00000069851	B2RXC2	B2RXC2_MOUSE	Itpkb
10090.ENSMUSP00000078361	Q45KJ6	LN28B_MOUSE	Lin28b
10090.ENSMUSP00000080410	O88487	DC1I2_MOUSE	Dync1i2 Dnci2 Dncic2
10090.ENSMUSP00000080791	Q6ZPJ3	UBE2O_MOUSE	Ube2o Kiaa1734
10090.ENSMUSP00000035230	Q8CFA2	GCST_MOUSE	Amt
10090.ENSMUSP00000092225	P19228	CASA1_MOUSE	Csn1s1 Csn1 Csna
10090.ENSMUSP00000140625	A0A087WRH0	A0A087WRH0_MOUSE	Zfp951
10090.ENSMUSP00000099650	O35345	IMA7_MOUSE	Kpna6 Kpna5
10090.ENSMUSP00000021813	Q9ER42	BARX1_MOUSE	Barx1
10090.ENSMUSP00000082691	Q8BTT6	UTP25_MOUSE	Utp25 Def Diexf
10090.ENSMUSP00000071147	Q9QXN7	Q9QXN7_MOUSE	Klrc3
10090.ENSMUSP00000031009	Q62092	NSG1_MOUSE	Nsg1 NEEP21
10090.ENSMUSP00000045441	Q8BH98	MBOA1_MOUSE	Mboat1 Lpeat1 Oact1
10090.ENSMUSP00000021133	Q8BMA6	SRP68_MOUSE	Srp68
10090.ENSMUSP00000038382	Q8R3N1	NOP14_MOUSE	Nop14 Nol14
10090.ENSMUSP00000106692	Q9CZJ0	MPPD2_MOUSE	Mpped2
10090.ENSMUSP00000126346	Q5RKV8	Q5RKV8_MOUSE	Pfpl
10090.ENSMUSP00000055451	E9Q843	E9Q843_MOUSE	Olfr891
10090.ENSMUSP00000059276	A2A432	CUL4B_MOUSE	Cul4b Kiaa0695
10090.ENSMUSP00000084788	Q9CZB9	TM128_MOUSE	Tmem128
10090.ENSMUSP00000139967	A0A087WPY5	A0A087WPY5_MOUSE	Hsd3b9 Gm4450
10090.ENSMUSP00000038816	Q8CEF1	FEM1C_MOUSE	Fem1c Kiaa1785
10090.ENSMUSP00000101915	Q69Z23	DYH17_MOUSE	Dnah17 Dnahc17 Kiaa3028
10090.ENSMUSP00000030183	Q8VHB5	CAH9_MOUSE	Ca9 Car9
10090.ENSMUSP00000134388	O35280	CHK1_MOUSE	Chek1 Chk1
10090.ENSMUSP00000062956	Q9EP55	Q9EP55_MOUSE	Olfr710
10090.ENSMUSP00000079451	E9Q840	E9Q840_MOUSE	Olfr746
10090.ENSMUSP00000029454	O09161	CASQ2_MOUSE	Casq2
10090.ENSMUSP00000041053	P08152	EGR2_MOUSE	Egr2 Egr-2 Krox-20 Zfp-25
10090.ENSMUSP00000044639	Q8JZN7	MIRO2_MOUSE	Rhot2 Arht2
10090.ENSMUSP00000034385	O08650	HYAS3_MOUSE	Has3
10090.ENSMUSP00000141087	A0A087WSK7	A0A087WSK7_MOUSE	Gm28778
10090.ENSMUSP00000054462	Q8C6U2	S66A3_MOUSE	Slc66a3 Pqlc3
10090.ENSMUSP00000078216	A2AJL3	FGGY_MOUSE	Fggy
10090.ENSMUSP00000025800	P70181	PI51B_MOUSE	Pip5k1b
10090.ENSMUSP00000056592	Q9QYI7	DNJB8_MOUSE	Dnajb8
10090.ENSMUSP00000018184	Q9D1C9	RRP7A_MOUSE	Rrp7a
10090.ENSMUSP00000080657	Q7TRU9	Q7TRU9_MOUSE	Olfr487
10090.ENSMUSP00000029699	P48678	LMNA_MOUSE	Lmna Lmn1
10090.ENSMUSP00000094997	A0AUV4	SMKY_MOUSE	Gm7168
10090.ENSMUSP00000059861	Q6IE21	OTU6A_MOUSE	Otud6a Hin6
10090.ENSMUSP00000053778	Q8CDN1	CC020_MOUSE	
10090.ENSMUSP00000063416	Q8BGA8	ACSM5_MOUSE	Acsm5 Macs3
10090.ENSMUSP00000009138	Q91VJ4	STK38_MOUSE	Stk38 Ndr1
10090.ENSMUSP00000079137	Q8BIQ6	Q8BIQ6_MOUSE	Zfp947 EG210853 Gm4769
10090.ENSMUSP00000037126	Q9Z1S0	BUB1B_MOUSE	Bub1b Mad3l
10090.ENSMUSP00000097172	E9QAB5	E9QAB5_MOUSE	Gm5134
10090.ENSMUSP00000042919	Q99LG1	TMM51_MOUSE	Tmem51
10090.ENSMUSP00000087405	Q05915	GCH1_MOUSE	Gch1 Gch
10090.ENSMUSP00000071818	Q9D7Z3	NOL7_MOUSE	Nol7 MNCb-1192
10090.ENSMUSP00000003569	P40936	INMT_MOUSE	Inmt Temt
10090.ENSMUSP00000056099	Q7M759	AB17B_MOUSE	Abhd17b
10090.ENSMUSP00000019075	Q9DBW3	NATD1_MOUSE	Natd1 Gm16515 Gtlf3b
10090.ENSMUSP00000107884	P97504	BMX_MOUSE	Bmx
10090.ENSMUSP00000064775	Q9JI20	RED2_MOUSE	Adarb2 Adar3 Red2
10090.ENSMUSP00000031897	Q9DCM2	GSTK1_MOUSE	Gstk1
10090.ENSMUSP00000047244	E9Q9D8	E9Q9D8_MOUSE	Ankrd35
10090.ENSMUSP00000054201	Q8VHN8	TIRR_MOUSE	Nudt16l1 Sdos Tirr
10090.ENSMUSP00000028599	Q99LI7	CSTF3_MOUSE	Cstf3
10090.ENSMUSP00000034878	Q8VEK0	CC50A_MOUSE	Tmem30a Cdc50a D9Wsu20e
10090.ENSMUSP00000033020	Q9D099	ACER3_MOUSE	Acer3 Aphc Phca
10090.ENSMUSP00000102991	Q99KD5	UN45A_MOUSE	Unc45a Smap1
10090.ENSMUSP00000098256	P97426	ECP1_MOUSE	Ear1
10090.ENSMUSP00000009003	P63321	RALA_MOUSE	Rala Ral Ral-a
10090.ENSMUSP00000123102	L7N267	L7N267_MOUSE	Zfp960
10090.ENSMUSP00000131620	Q8BQN5	FA78B_MOUSE	Fam78b
10090.ENSMUSP00000029919	Q9D7Z6	CLCA1_MOUSE	Clca1 Clca3 Gob5
10090.ENSMUSP00000025329	Q8R096	Q8R096_MOUSE	Trim15
